"site","lat","lon"
1,41.4305201860465,-92.4105614093023
2,42.458594036036,-93.4349224954955
3,41.5976240977444,-93.2332412406015
4,41.0745400851064,-93.6341642925532
5,42.467610712766,-91.958130606383
6,42.1705498203125,-93.11923796875
7,42.011051,-90.206076
8,42.4047796982248,-92.4285944792899
9,41.6145671742424,-94.1868191856061
10,42.4108425962733,-92.9811155403727
11,41.9027715663717,-93.4899894513274
12,42.0668120555556,-93.6442751111111
13,42.011684326087,-91.2839303478261
14,40.8545862142857,-93.7633668571429
15,41.0750182586207,-92.1628046206897
16,41.6652374069264,-93.5141713506493
17,41.2316540909091,-93.1615300636364
18,41.8003817391304,-94.267346826087
19,42.1887202177419,-93.425217266129
20,41.4691064210526,-93.6132173157895
21,42.289569,-91.697508
22,41.5697948333333,-92.1531650752688
23,42.0562636886792,-91.6126568773585
24,42.226600956044,-93.8203324285714
25,41.8580092020725,-90.9694664663212
26,42.5913821690141,-92.0472461690141
27,42.4404227619048,-90.9180162857143
28,42.5723905492958,-92.1522970366197
29,40.9123353536585,-92.4656878780488
30,42.0853394196078,-92.7406951921569
31,42.1037078163265,-92.7237330204082
32,41.6713096766467,-92.0538308143713
33,41.4183817931034,-92.671332137931
34,41.4133682340426,-91.3202732553192
35,40.8832521297297,-94.7904408540541
36,42.1111597093333,-93.0515241466667
37,42.4895572922636,-93.4687533982808
38,41.1634144390244,-91.895283097561
39,42.0935884418605,-92.8424301395349
40,41.0283126470588,-92.6700437882353
41,43.13594376,-92.49548144
42,40.9888460375,-93.8360513375
43,41.0464406565657,-93.0649805757576
44,42.3204985548387,-93.4883842225806
45,42.4691085429864,-91.6657222895928
46,41.4877323627451,-93.6383398333333
47,41.4232636807229,-93.0085117168675
48,42.819486114094,-91.2033358993289
49,42.2141081939394,-93.981611369697
50,41.1898308571429,-93.5391572142857
51,42.3550877238806,-92.1929291791045
52,41.9156165527273,-92.64174568
53,41.7806611255814,-93.2546688372093
54,41.4160226069652,-92.3705470895522
55,41.1077365652174,-95.3741713913044
56,41.8799286917293,-93.6663421578947
57,41.1111595809524,-93.7857811142857
58,41.9242500283019,-93.4686019339623
59,42.4929130188679,-92.8542536603774
60,42.5174989140625,-93.35315634375
61,41.6720855074627,-92.7546522985075
62,41.1024654014085,-93.0364108873239
63,41.0978057068966,-93.5862515172414
64,41.7959652416107,-92.3970312214765
65,42.467335,-93.112943
66,41.137759,-93.105711
67,40.9840208027211,-93.0524224353742
68,41.278434,-93.054036
69,41.5610649657534,-92.2746931746575
70,41.3935486315789,-92.2448734385965
71,41.6491867328244,-92.422523129771
72,42.4430346821705,-91.6305306589147
73,41.1666716865672,-93.9014719303483
74,41.3156792356688,-93.6762059745223
75,41.4211716557377,-92.2626320819672
76,41.612401,-91.068881
77,42.2063001284404,-92.0774784770642
78,41.4043821179245,-92.3058080566038
79,41.368576224359,-93.4068023205128
80,41.5151172274143,-93.1067842866044
81,42.1962897938596,-92.1631458815789
82,41.6641198859649,-91.4820417982456
83,41.4836719135135,-93.8136333621622
84,42.2096721876543,-92.4156122962963
85,42.1055962013889,-92.1607700486111
86,42.0794149065041,-91.8542616788618
87,41.4744169444444,-93.7768667916667
88,40.9220281558442,-92.062709012987
89,41.4142604117647,-94.7549054705882
90,41.4980942333333,-92.6455769458333
91,42.3546792364532,-92.9969774729064
92,41.8725569473684,-92.0524798947368
93,40.8642684736842,-93.4727634210526
94,41.2951895272727,-94.6097698
95,42.195940106383,-93.0118295602837
96,41.28726976,-91.74031948
97,40.9820116909091,-93.1163529818182
98,42.2359620689655,-92.7795174796238
99,41.4594768787879,-92.8526726464647
100,42.1875944942529,-93.1811817011494
102,41.6836850442478,-92.0472468672566
103,41.6771240133333,-92.0506936533333
104,41.2679199111111,-93.1408613777778
105,41.0073766243902,-93.7066705756097
106,42.2547389119497,-94.3691690628931
107,43.191196,-91.234721
108,41.3462458139535,-92.7875650155039
109,41.7230069107143,-92.7488863392857
110,41.9236511904762,-92.4262621904762
111,41.0780782454545,-93.0353621272727
112,41.5326950769231,-92.2005287067308
113,41.130086654321,-93.3125808641975
115,42.2434147449393,-92.238621805668
116,42.0302311111111,-94.7149826666667
117,42.2540938676471,-93.1346251029412
118,41.9529997075472,-93.2784100943396
119,42.3251020964912,-92.3853307105263
120,41.002404137931,-92.8368412586207
121,42.3899589113924,-92.0004112025317
122,42.953098,-95.008246
123,41.7725864626866,-94.1202736567164
124,42.7164247878788,-92.2015069393939
125,41.9906935823755,-95.4688129961686
126,42.1734908174603,-92.7992138650794
127,42.610087375,-92.6491635
128,41.9777502786885,-93.7285783442623
129,41.3993281492537,-92.1188612238806
130,41.6817203956834,-94.5694877877698
131,42.686493,-91.508632
132,42.0588673287671,-93.7195650410959
133,41.782062,-91.785592
134,42.05947,-90.885564
135,42.4856529347826,-91.6880630652174
136,42.0831783459459,-92.1776824810811
137,41.843721943038,-94.928882721519
141,41.9366222212389,-92.9634374424779
142,41.511625,-93.390598
143,42.7683943823529,-91.3689425294118
144,42.645461,-91.309445
145,43.119878,-91.781083
146,41.9184779466019,-95.6798150194175
147,42.5211994822335,-92.1606466649746
148,41.73519,-91.52571
149,42.717199,-91.315036
154,42.58635,-96.481363
155,41.870999,-91.469569
156,42.626827,-96.508173
158,42.724547,-91.151247
160,41.970190952381,-94.3489749523809
161,42.08509,-95.840606
163,42.1842695666667,-91.7849173333333
166,42.655788,-90.963619
167,42.1378863880597,-93.3956965223881
169,41.184725,-95.749313
170,42.3280622222222,-93.6817002222222
171,42.426458,-93.98113
175,42.365887,-93.998712
177,42.236091,-95.941332
189,42.28278,-95.833535
200,41.9634882988506,-92.774441816092
201,41.7776718446602,-92.9939487022654
202,42.21152796997,-92.479916984985
203,41.485226802139,-93.8028446631016
204,41.7811422876712,-90.8648651232877
205,41.8290332758621,-92.6040474683908
206,41.7812404615385,-93.2893415961538
207,41.7736611089109,-92.4935720990099
208,41.7112011684982,-94.533078967033
209,41.9734318377359,-93.5285257245283
210,41.517431,-90.7098935
211,42.536485,-91.489973
213,41.1438821071429,-92.6059241785714
214,41.246061,-95.165423
215,42.7934060625,-92.936895
216,42.8946333454545,-91.6186547939394
217,42.8501037142857,-91.32927475
218,43.102996,-91.203737
219,43.3526781587302,-91.5876406825397
220,43.491202,-91.229999
221,43.0251936666667,-94.5819362777778
222,42.281375,-96.321412
225,42.1784485204082,-95.2686525204082
229,41.421913,-95.642271
