"site","lat","lon"
1,39.9989651764706,-83.9131952352941
2,39.751532516129,-81.7957116129032
3,41.428956641791,-83.8164857761194
4,40.6471536513158,-83.3530349276316
5,40.7341134,-83.1225964
6,40.0861168163265,-84.0649026666667
7,39.3855835931373,-82.8512519803922
8,40.6007398795181,-82.9827566204819
9,39.8890584258373,-83.5079835311005
10,41.216778,-84.465236
11,40.5773520899281,-82.4635852194245
12,40.6243662857143,-83.275951947619
13,40.0223759078947,-82.4891321315789
14,40.3563602396694,-82.9295562231405
15,41.1620199859155,-82.9973731549296
16,40.6688747792208,-83.6906145909091
17,40.4832309793814,-83.9864022886598
18,41.0237707121212,-84.1268267878788
19,39.7481115384615,-82.0793474423077
20,40.544645974359,-82.7369565128205
21,39.850766465,-83.09419746
22,40.5941310658683,-81.7967391916168
23,40.7636594912281,-82.6224192719298
24,40.0809544,-82.9568236
25,41.1523953538462,-82.7423455461538
26,40.4784689646018,-82.1011403893805
27,40.0939661666667,-83.1055180277778
28,40.1983693196721,-82.366456704918
29,39.6239549344262,-83.4603582131147
30,40.0621057033898,-81.7661992627119
31,40.8942873934426,-82.9807825737705
32,40.0889339017857,-81.8326734196429
33,40.5320869746377,-81.9535264891304
34,40.1207909180328,-82.7872673688525
35,40.679852,-83.197537
36,40.6943475714286,-83.1935375178572
37,40.4197606436782,-83.5445132873563
38,40.2188748067227,-82.8805285546218
39,40.7604800845771,-83.1072427860696
40,40.0887703,-83.4446303052632
41,40.3221520684931,-82.840732739726
42,40.1578030540541,-83.2947648594595
43,39.9847536022727,-83.3862457954545
44,40.1775057272727,-82.9624269909091
45,41.1530193265306,-83.1016296938776
46,40.9104013869347,-83.9222884824121
47,40.0099469205298,-83.4898108278146
48,40.4616036701571,-83.7421160837696
49,39.4554791791045,-83.9510468208955
50,40.4013745055556,-83.3410634388889
51,40.0068173991936,-82.7472675
52,40.2597088990826,-83.2751699770642
53,40.3904635578947,-82.9814870421053
54,40.4256418507463,-82.6779889253731
55,40.8758649925926,-82.7431489111111
56,40.4479941807229,-82.7375922891566
57,40.2393304897959,-82.5007865204082
58,40.2659274204545,-83.6273275
59,40.7932768648649,-82.9936577387387
60,40.7290812105263,-82.0764485947368
61,40.92894475,-83.8510605902778
62,40.7585842237762,-82.1535753356643
