"site","lat","lon"
201,39.0246949152542,-97.6150498305085
202,38.2589435818182,-98.1196568181818
203,38.933911028169,-96.6913072816901
204,39.058531,-96.639477
206,39.0767857586207,-95.8536191724138
207,38.53545692,-95.72571028
208,39.4231177777778,-98.4411436111111
209,39.705956,-99.650345
210,39.4499486911765,-98.7879865294118
211,38.4880493333333,-97.411147
212,39.5026376470588,-97.5431881764706
213,39.5170935656566,-97.7215878888889
214,39.448526556701,-99.5316465154639
215,39.0967575757576,-98.6124326606061
216,39.0273326341463,-94.9307269268293
217,37.823231,-99.180532
218,38.221752,-99.03488
219,39.648555,-99.728856
220,38.9184497777778,-97.9959127407407
221,38.905046,-97.567372
222,38.9831128947368,-96.8001760614035
223,39.1773838510638,-97.0325150212766
225,39.1397448965517,-99.0323688103448
227,38.968893,-97.478767
228,39.6532274545455,-97.3402605757576
229,38.681753,-98.128085
231,38.737331,-98.1475
234,37.993532,-95.169176
235,38.930094,-96.845283
236,38.5089459491525,-96.433928440678
237,37.3335285172414,-99.5372068965517
238,39.409741,-97.2816515
239,39.72861,-97.568668
240,38.939808380531,-98.9447321681416
241,39.2664458344828,-97.5493087310345
242,39.7534856352941,-98.2124449294118
244,38.7734051896552,-98.867542862069
245,38.813078,-95.080424
248,38.4470393208955,-98.3830358656716
249,38.355616,-98.421196
250,37.9355329861111,-98.3271629722222
251,39.1045739148936,-95.472413
253,39.375071,-98.349685
254,38.4517343409091,-99.3985933181818
255,39.020233,-95.272874
256,38.9470006111111,-99.1208241111111
257,39.073486625,-96.763450875
258,39.6333343783784,-99.849435027027
259,39.338322,-97.779052
260,37.7792347386364,-97.8922670909091
261,39.5027995779816,-98.9700665504587
262,39.6752041612903,-97.8093718064516
263,39.319374484375,-97.881478890625
264,38.952149,-95.409213
265,39.2948096814159,-97.9976772123894
266,38.07355175,-95.625768
267,37.871974,-95.723119
268,38.12274425,-96.48366
269,37.445351,-98.16364
270,39.2964280882353,-96.9347713823529
271,39.1143761547619,-96.1593210357143
272,39.205531712963,-97.1675552685185
273,39.1081174252874,-97.8009728965517
274,38.9197421736527,-97.5862645209581
275,38.40510975,-98.4826573333333
276,38.5975965283019,-95.4640691320755
277,37.7183409166667,-95.8897270833333
278,38.9752981428571,-94.9189441428571
279,38.9350950454545,-95.232133961039
280,39.2275455121951,-95.1050444634146
281,39.04344848,-99.567581
282,38.9567062396313,-95.0726778479263
283,39.2545111052632,-96.0408764736842
284,38.924953492823,-94.9937693349282
285,38.8295918707865,-96.4241835280899
286,38.9032284258065,-95.1964308387097
287,38.1967310181818,-98.1057238909091
288,39.302834959596,-95.3302420909091
289,39.4077824666667,-97.9885353333333
290,38.9306523666667,-96.4902681533333
291,38.6888692746114,-95.241626492228
292,38.4699259285714,-95.1953435
293,38.4193899057971,-96.0191522826087
294,38.3336015263158,-95.2103524210526
295,37.7804059047619,-95.3432774206349
296,39.225647,-95.253065
297,38.771171974026,-95.5398692337662
298,38.530632,-95.189048
299,37.6985745108696,-94.7639503369565
300,39.4994904848485,-95.1193087575758
301,39.0950467948718,-95.0498663589744
302,37.7417661176471,-94.8393140882353
303,37.108296,-94.695965
304,39.0645150138889,-95.1806919027778
305,37.49977,-96.7380723333333
306,38.962972175,-95.6251327
307,38.3167789375,-95.53570953125
308,38.4751459285714,-95.315291744898
309,38.2377522173913,-95.3126696086957
310,37.914843768,-95.128965976
311,38.185767475,-95.669182
312,38.6459100515464,-96.0989924123711
313,38.4627259,-95.0334929
314,38.1592708591549,-95.7764996619718
315,39.1965931904762,-95.0454264285714
316,38.437829271028,-95.790230682243
317,38.0377246260163,-95.5406900853659
318,38.8388949873418,-96.4624018101266
319,37.9877357867647,-95.0500431985294
320,39.154657,-96.0633183333333
321,37.3814368064516,-96.1984253354839
322,37.7036132244898,-95.4009025918367
323,38.8200011190476,-95.7161939285714
324,38.2507961067073,-96.1745644969512
325,38.2085104047619,-95.2399297202381
326,37.2932073023256,-96.9968610930233
327,38.32532,-95.5021052413793
328,38.0287825470085,-95.328857017094
329,38.5237180588235,-95.0950784285714
331,38.20187416,-95.6274499066667
332,38.5505673333333,-95.9993339655172
333,38.4112521578947,-95.1975600789474
334,38.0278611333333,-95.1938879333333
335,37.8672908368421,-95.4739255473684
336,37.9350193680982,-95.4573554478528
337,37.8291791052632,-95.3328558947368
338,38.2025453367876,-95.7809638911917
339,38.40543392,-96.20685448
340,38.7731592,-95.75462516
341,37.44822305,-95.1308909
343,37.5516680298507,-95.2195402462687
344,37.631673,-95.707363
345,38.1015418823529,-97.7843937058824
346,37.7168214444444,-95.1601457888889
348,37.598647972973,-96.092515
349,37.7414660131579,-96.9391280526316
350,38.2830634424779,-94.8764417699115
351,38.2802755740741,-97.3619234259259
352,39.5586079102564,-96.3170746025641
353,38.1826043170732,-96.9951625365854
354,37.7047957941176,-96.1055467941176
355,38.5640818421053,-95.731562754386
356,38.25308,-94.941249
357,38.7181420980392,-95.1023994705882
358,37.2728717037037,-97.4331800740741
359,39.0543070918367,-96.4624883367347
360,38.2044311666667,-95.0404533333333
361,37.6556618514851,-95.1978415445544
362,38.4611168125,-95.5697307291667
363,38.3830704130435,-95.3852801449275
364,37.7637193636364,-96.8394190757576
365,39.395141,-96.955693
366,37.7385214285714,-96.2709318571429
367,37.9650659852941,-95.2467728529412
368,38.8754988421053,-96.2053947368421
369,37.4911828,-96.0944577333333
370,37.8380389787234,-95.9792770212766
371,37.570508,-96.467127
372,37.4412783333333,-95.3554425185185
373,37.8622240224719,-95.6932374719101
374,37.0321351698113,-96.0116375471698
377,39.1348616448598,-96.8602274579439
378,37.362606,-95.999054
379,38.5181584074074,-96.9340627407407
381,37.91626221875,-95.92772865625
382,37.9127490384615,-96.3363634230769
383,38.2407477254902,-95.3431177254902
385,37.850929,-97.527386
387,37.8486250890411,-95.0518091712329
390,38.7291813846154,-95.8537017115385
391,39.814517,-95.561898
392,37.170204,-96.509769
393,37.5322518133333,-98.76502992
394,39.455107,-95.681553
395,38.011958,-95.016698
396,38.594445,-95.757757
397,38.9389382790698,-95.757059
398,38.537547,-95.960626
399,38.334005,-95.968073
400,38.6181325625,-96.4694693125
401,38.602661,-95.539955
402,38.529296,-95.664832
404,39.202627,-96.186879
405,39.141112,-96.056417
406,37.429965,-98.720522
407,37.30362,-97.761342
408,37.3771889090909,-98.4513061515152
409,39.823,-96.119966
411,39.0096173170732,-95.8496744146342
413,39.0861982,-95.8660523333333
416,38.632287,-96.6674847142857
418,38.056728137931,-97.6037275402299
419,38.848293,-95.871273
420,39.586422,-95.96368
422,38.1003283809524,-97.0854794285714
424,39.508298,-95.979673
425,39.553551,-96.004651
426,38.7697453055556,-96.8894851388889
429,38.997863,-97.318279
432,38.378875,-96.274263
433,39.605722,-95.750488
434,39.913617,-96.236458
435,39.352585,-95.80266
436,39.561818,-96.060312
437,38.770416,-96.988517
438,39.525272,-96.170884
439,38.255636,-96.045515
440,38.5253473,-96.0627972166667
441,38.888765,-96.322025
444,39.490008,-96.144492
445,39.0049758387097,-96.3421223387097
446,39.1389101190476,-96.6735690833333
450,38.277698,-96.171264
460,39.225367,-96.087978
464,38.756755,-96.38095
465,39.159172,-96.170679
466,39.113777,-96.142518
470,39.863789,-96.989862
471,39.359206,-96.655709
472,39.478189,-96.311995
473,39.815751137931,-96.6865598965517
477,38.981206,-97.263054
478,39.6953591764706,-96.9347449411765
479,38.910691875,-96.330201390625
484,38.356682,-96.915688
485,39.858067,-96.65061
486,38.185883,-96.333638
490,39.821585,-97.317955
491,39.254662,-96.26554
494,39.2427013684211,-96.3790335789474
497,39.661497,-96.459636
498,39.323369,-96.474213
500,38.162387,-97.056506
502,39.5054027883212,-96.5555891824818
503,39.210344,-96.522013
504,39.720271,-96.8425385
505,39.268248,-96.548876
506,39.2546498888889,-96.4433262222222
507,39.843242,-97.214478
509,39.613411,-96.717706
510,39.46218,-96.522684
512,39.668617,-96.790864
513,39.4005102307692,-96.5598782307692
515,39.975632,-96.661119
518,39.403281,-96.667722
519,39.437441,-96.681006
520,39.7373762352941,-96.6231477058824
522,39.330676,-96.185829
527,39.789337,-96.791406
528,39.587984,-97.151578
529,39.580915,-96.745037
531,37.037729,-96.5678
534,39.963119,-97.318236
537,39.860751,-97.269075
539,39.944019,-96.980901
542,39.791263,-97.354202
544,37.5297372631579,-96.7925294736842
545,37.835122,-95.961165
546,39.571145,-97.314659
555,37.663152,-96.009444
558,37.61234,-96.149251
559,38.2081112,-96.5329942
562,38.166791,-96.228587
563,37.108175,-96.703977
566,38.019101,-96.105122
572,37.022384,-96.719395
593,37.681145,-96.13082
598,37.728805,-96.153254
599,37.783589,-96.232756
601,37.651991,-96.166518
605,37.752416,-96.272313
607,37.725762,-96.308157
612,37.071398,-97.003148
613,37.061259,-96.952156
617,37.056196,-96.892942
618,37.036117,-96.978595
627,37.935297,-96.4028
645,37.685182,-96.469033
647,37.5436622580645,-96.4928308064516
679,37.796692,-96.83544
713,37.814531,-96.752009
719,37.696914,-96.68727
721,37.756332,-96.877774
730,37.620221,-96.815009
744,37.546246,-96.896889
753,38.06733,-97.015581
754,38.082464,-97.068016
755,37.998868,-96.876802
764,37.994091,-97.0373
772,37.855213,-97.031762
780,37.721069,-96.968118
784,37.742301,-97.025428
786,37.704823,-97.065642
794,37.539979,-97.048692
808,37.843854,-96.636139
